Provider,Storage_Needs,Supports_Encryption,CPU_Speed,Price_Per_Hour,Service_Model_Score,Activity_Field
Azure,1470.9,1,4.3,3.5,4,Education
Google Cloud,1851.4,1,4.6,2.4,4,IT
Google Cloud,1921.4,1,3.4,3.4,5,IT
Azure,2000.0,1,3.0,2.6,4,Medicine
Private Cloud,2000.0,1,4.1,2.2,4,Other
Azure,1431.6,1,5.0,3.5,5,Bank
Azure,2000.0,1,3.0,2.1,4,IT
AWS,1232.5,1,4.9,1.8,5,IT
AWS,709.0,0,3.6,5.7,3,Other
Google Cloud,1136.9,1,3.0,3.2,5,Bank
Azure,1615.1,1,4.3,2.3,4,Development
Private Cloud,800.0,1,4.4,3.5,4,Bank
Private Cloud,1691.0,1,3.0,3.1,4,Medicine
Private Cloud,2000.0,1,3.0,2.1,4,Bank
Google Cloud,2000.0,1,3.0,2.8,5,Development
AWS,800.0,1,4.7,2.2,5,IT
Azure,2000.0,1,4.6,2.8,5,Education
Azure,2000.0,1,3.0,2.2,4,IT
AWS,1664.1,1,4.4,3.5,4,IT
AWS,2000.0,1,5.0,1.7,4,Bank
AWS,2000.0,1,4.8,3.5,4,Education
Azure,1174.3,1,4.2,3.5,4,Education
AWS,2000.0,1,5.0,2.0,5,Medicine
AWS,2000.0,1,4.4,1.7,4,IT
Azure,800.0,1,3.5,3.5,4,IT
AWS,1732.0,1,3.0,3.1,5,Education
Private Cloud,1984.5,1,3.9,3.5,4,IT
AWS,1040.4,1,3.0,3.5,5,Education
Azure,353.0,0,2.2,6.5,3,Education
Google Cloud,937.9,1,4.5,2.4,4,Education
Google Cloud,2000.0,1,4.6,3.1,5,Education
Private Cloud,2000.0,1,5.0,2.8,4,IT
Private Cloud,800.0,1,4.4,2.2,5,Medicine
Azure,2000.0,1,3.9,2.4,5,Telecom
Azure,1296.9,1,3.5,1.8,4,Medicine
AWS,2000.0,1,4.3,1.8,5,IT
Private Cloud,2000.0,1,3.3,2.0,4,IT
Azure,2000.0,1,4.0,3.5,5,Education
Azure,2000.0,1,3.1,1.7,4,Bank
Azure,1744.6,1,3.0,2.6,4,Bank
AWS,800.0,1,3.0,2.2,4,Education
AWS,2000.0,1,5.0,3.5,5,Development
AWS,800.0,1,3.6,2.6,4,Telecom
Azure,1178.0,1,2.7,6.9,1,IT
Private Cloud,2000.0,1,3.0,3.5,5,Bank
Private Cloud,867.5,1,4.6,2.2,5,Education
Azure,1940.5,1,3.7,3.5,4,Other
Private Cloud,2000.0,1,3.0,3.5,5,Telecom
Private Cloud,1684.0,0,3.8,7.3,3,IT
Google Cloud,741.0,0,4.4,6.1,2,IT
Google Cloud,989.2,1,4.0,1.8,5,IT
AWS,1881.7,1,4.9,3.5,5,IT
Private Cloud,2000.0,1,4.7,1.9,5,IT
Azure,1945.0,1,3.0,3.5,5,Medicine
Private Cloud,2000.0,1,4.2,2.2,4,Development
Private Cloud,2000.0,1,3.4,3.5,5,Bank
Private Cloud,324.0,0,2.3,7.5,1,Bank
AWS,259.0,0,2.4,4.5,3,IT
AWS,779.0,1,3.2,7.3,1,IT
Azure,498.0,0,4.1,7.0,3,Other
Google Cloud,2000.0,1,3.9,3.2,4,Education
Azure,2000.0,1,4.1,1.8,5,Education
AWS,848.1,1,4.8,3.5,5,Education
AWS,1119.3,1,5.0,3.4,5,Bank
Google Cloud,665.0,0,4.4,7.2,1,Bank
Google Cloud,1540.8,1,3.0,3.5,5,IT
Azure,2000.0,1,4.9,3.5,5,Medicine
Azure,1784.7,1,5.0,2.1,4,Development
Azure,2000.0,1,3.0,2.6,5,Development
Azure,800.0,1,4.7,1.8,4,Bank
Google Cloud,800.0,1,3.0,2.7,4,Bank
AWS,257.0,1,3.2,7.3,3,Telecom
AWS,800.0,1,5.0,2.8,4,Education
Private Cloud,745.0,0,3.6,6.1,3,Education
Google Cloud,1775.6,1,4.2,3.2,4,Medicine
Azure,2000.0,1,3.2,3.5,5,IT
Private Cloud,2000.0,1,3.1,3.5,5,Bank
Azure,1304.9,1,3.0,2.2,4,Bank
Google Cloud,1145.0,0,2.4,6.2,3,IT
Azure,800.0,1,5.0,2.6,4,Education
Private Cloud,311.0,1,2.3,6.1,2,Medicine
Private Cloud,2000.0,1,3.3,2.6,5,Development
Google Cloud,800.0,1,3.0,1.8,4,Other
AWS,619.0,0,3.7,6.7,1,IT
Azure,2000.0,1,3.3,2.3,4,Telecom
AWS,1536.9,1,3.2,3.5,5,Development
AWS,924.1,1,3.6,2.8,5,Education
AWS,1860.9,1,3.0,3.5,5,IT
Private Cloud,2000.0,1,3.3,3.3,4,Education
Google Cloud,800.0,1,4.0,3.5,4,IT
Private Cloud,800.0,1,3.9,3.5,5,Telecom
Azure,2000.0,1,3.0,2.8,5,IT
Azure,1585.5,1,3.0,3.5,4,Education
Azure,2000.0,1,4.1,2.3,5,IT
Google Cloud,1861.0,1,4.4,2.3,5,Medicine
Private Cloud,1432.8,1,3.0,3.5,5,Education
Google Cloud,2000.0,1,3.2,3.4,4,IT
Google Cloud,2000.0,1,3.1,3.2,4,Bank
Private Cloud,619.0,1,4.3,6.4,1,Medicine
Google Cloud,775.0,0,3.3,7.3,1,IT
Private Cloud,2000.0,1,3.4,3.5,4,Bank
AWS,2000.0,1,5.0,3.2,4,Education
AWS,800.0,1,4.3,2.4,4,Telecom
Private Cloud,787.0,1,4.4,7.5,1,Education
AWS,1301.9,1,5.0,2.5,5,Development
Google Cloud,872.0,1,4.7,1.3,5,Education
AWS,933.3,1,3.4,2.6,5,IT
AWS,2000.0,1,3.0,3.5,4,IT
AWS,2000.0,1,3.0,3.5,5,IT
Google Cloud,870.0,1,2.0,7.3,1,Bank
AWS,2000.0,1,4.5,3.1,4,Bank
Google Cloud,1466.0,0,3.6,6.8,3,IT
AWS,800.0,1,3.9,3.1,4,IT
Private Cloud,2000.0,1,5.0,2.0,4,Medicine
Private Cloud,2000.0,1,3.8,1.9,4,IT
Google Cloud,1046.0,1,2.7,6.9,1,Education
Azure,1749.7,1,3.8,2.3,5,Development
Google Cloud,1506.2,1,4.8,2.7,4,IT
Azure,830.0,0,3.5,6.4,2,Bank
Google Cloud,633.0,0,2.6,7.2,1,Bank
AWS,2000.0,1,3.8,3.5,4,Education
Azure,1003.0,0,3.7,6.5,1,Bank
Google Cloud,771.0,0,2.1,5.3,3,IT
AWS,2000.0,1,3.5,3.5,4,Development
AWS,940.0,0,2.5,6.1,3,IT
Azure,2000.0,1,4.8,3.5,4,Development
Azure,1202.0,0,2.0,6.0,3,IT
Google Cloud,1051.0,1,2.7,6.9,2,IT
AWS,1877.6,1,4.5,3.5,5,Medicine
Google Cloud,2000.0,1,3.5,2.4,5,Bank
AWS,2000.0,1,4.1,2.8,5,IT
Private Cloud,2000.0,1,3.2,2.7,4,Telecom
Google Cloud,1490.4,1,3.7,2.6,4,Bank
AWS,2000.0,1,3.4,2.3,5,IT
Google Cloud,1981.8,1,3.2,2.2,5,Education
AWS,1495.0,0,4.2,7.2,2,Bank
Google Cloud,2000.0,1,3.1,3.5,4,Other
Private Cloud,1469.7,1,3.8,3.5,5,Medicine
Google Cloud,1244.5,1,3.0,2.7,4,IT
AWS,1545.0,0,4.0,7.2,3,Development
AWS,370.0,0,2.7,7.5,2,IT
Google Cloud,2000.0,1,3.0,3.1,4,Medicine
AWS,2000.0,1,3.1,3.0,4,Education
AWS,1241.9,1,3.6,2.7,5,Medicine
Google Cloud,1487.6,1,5.0,2.2,4,Telecom
AWS,2000.0,1,4.0,3.5,4,Bank
Google Cloud,314.0,1,4.0,6.9,2,IT
Azure,2000.0,1,3.0,1.9,4,Education
Azure,660.0,0,3.3,5.5,2,Education
AWS,2000.0,1,3.0,2.3,5,IT
Private Cloud,800.0,1,5.0,2.4,4,Other
Azure,1113.0,1,4.4,7.3,1,Telecom
Azure,1492.6,1,4.7,2.5,4,IT
AWS,2000.0,1,3.0,1.6,5,IT
Google Cloud,1124.3,1,3.0,3.0,5,Telecom
Azure,2000.0,1,3.6,3.5,4,IT
AWS,1442.4,1,3.6,3.3,5,IT
Azure,2000.0,1,4.0,2.6,4,IT
Azure,1915.0,0,2.1,7.4,3,Telecom
Private Cloud,2000.0,1,3.4,3.1,5,Education
Azure,1987.0,1,4.9,2.7,5,Medicine
AWS,2000.0,1,5.0,3.5,4,Bank
Azure,1852.7,1,4.1,2.6,4,IT
Private Cloud,2000.0,1,3.0,3.5,5,IT
AWS,2000.0,1,4.2,2.4,5,Bank
Google Cloud,988.7,1,3.6,1.7,4,IT
Private Cloud,1359.2,1,3.0,2.2,4,Education
Azure,422.0,1,4.5,6.6,1,Education
Google Cloud,2000.0,1,5.0,3.5,4,Bank
Private Cloud,2000.0,1,4.8,3.0,5,IT
Google Cloud,963.0,1,2.5,6.8,1,Bank
Google Cloud,2000.0,1,5.0,3.5,4,Bank
Azure,404.0,0,2.2,7.1,1,IT
Private Cloud,2000.0,1,5.0,3.5,5,Medicine
Google Cloud,2000.0,1,5.0,3.5,5,Development
Private Cloud,2000.0,1,3.0,3.5,4,Bank
AWS,2000.0,1,4.1,3.5,4,Medicine
Azure,2000.0,1,4.6,3.3,5,Telecom
Private Cloud,2000.0,1,4.6,2.2,4,Telecom
Private Cloud,1291.4,1,4.7,2.1,4,Education
Google Cloud,2000.0,1,4.7,3.5,5,Education
Google Cloud,901.0,1,4.4,2.1,5,IT
Azure,376.0,1,3.3,6.7,2,Bank
Google Cloud,2000.0,1,4.8,2.0,5,IT
Azure,800.0,1,3.5,2.0,4,Development
Private Cloud,2000.0,1,5.0,3.5,4,Bank
Google Cloud,800.0,1,3.3,1.9,4,Medicine
Google Cloud,1170.2,1,4.6,3.5,4,IT
AWS,1850.1,1,3.8,3.5,5,Medicine
Azure,1825.7,1,5.0,1.4,5,IT
Private Cloud,2000.0,1,5.0,3.5,5,IT
Private Cloud,524.0,0,2.1,4.8,2,Development
AWS,2000.0,1,4.7,2.6,4,IT
Google Cloud,1370.2,1,4.1,2.9,4,Medicine
AWS,1014.6,1,3.5,3.5,4,Other
Azure,1378.0,1,2.9,7.3,1,Education
Private Cloud,900.2,1,5.0,3.5,4,IT
Google Cloud,821.9,1,4.4,2.6,5,Medicine
AWS,1642.8,1,4.1,2.3,5,Bank
AWS,1875.0,1,4.4,3.5,4,Bank
Private Cloud,700.0,0,3.8,6.8,1,Education
AWS,333.0,0,3.0,7.2,2,Bank
Azure,1228.3,1,3.2,3.4,5,IT
AWS,966.0,0,3.4,5.9,2,Education
Google Cloud,800.0,1,3.0,3.1,5,Development
Google Cloud,1600.3,1,4.8,3.5,5,Telecom
Private Cloud,800.0,1,3.0,2.2,4,IT
Google Cloud,1005.5,1,3.0,2.7,5,Development
Google Cloud,2000.0,1,4.4,2.7,4,IT
Private Cloud,2000.0,1,3.5,2.1,5,Education
AWS,1009.0,0,3.1,6.3,2,Other
Private Cloud,2000.0,1,3.8,3.5,4,Medicine
Private Cloud,2000.0,1,4.7,2.4,5,Education
Private Cloud,1583.3,1,3.2,3.5,5,Education
Azure,2000.0,1,4.2,3.5,4,Bank
AWS,1078.0,1,3.2,3.5,4,Education
AWS,2000.0,1,4.0,3.5,4,Education
AWS,323.0,1,3.6,6.1,3,Bank
Azure,2000.0,1,3.2,2.2,4,Medicine
Azure,1620.9,1,3.1,3.5,5,Education
Azure,1260.9,1,4.0,3.5,5,IT
Google Cloud,1180.0,1,4.9,3.5,4,Education
AWS,1957.4,1,4.1,3.2,5,Education
Azure,711.0,0,3.7,6.4,3,IT
Private Cloud,1711.3,1,3.7,2.1,4,Bank
Google Cloud,468.0,0,2.3,5.7,1,IT
Private Cloud,2000.0,1,5.0,3.5,4,Education
Private Cloud,800.0,1,3.5,2.4,4,Bank
AWS,2000.0,1,3.0,3.4,4,Development
Google Cloud,2000.0,1,3.3,1.9,4,Bank
Azure,1695.2,1,4.2,3.5,5,IT
Google Cloud,2000.0,1,3.2,2.3,5,IT
AWS,950.0,0,4.3,6.8,1,Education
Private Cloud,2000.0,1,3.0,3.5,5,IT
Google Cloud,1982.0,1,4.1,3.5,5,IT
Google Cloud,852.7,1,4.4,3.3,4,IT
Private Cloud,1310.0,1,3.2,3.5,5,IT
Private Cloud,2000.0,1,4.3,2.7,5,Other
AWS,2000.0,1,4.9,3.5,5,Education
Google Cloud,800.0,1,3.3,2.3,4,IT
Azure,2000.0,1,4.9,3.5,4,IT
Private Cloud,2000.0,1,4.2,1.7,5,Education
Google Cloud,2000.0,1,3.7,3.5,4,Education
Google Cloud,2000.0,1,3.5,1.5,4,Bank
Private Cloud,2000.0,1,3.8,3.5,5,IT
Private Cloud,2000.0,1,4.8,3.0,5,Other
Azure,2000.0,1,4.6,3.5,5,Telecom
Private Cloud,1127.0,1,2.9,6.8,2,IT
Azure,1498.5,1,5.0,3.4,4,Medicine
Private Cloud,2000.0,1,5.0,3.5,4,Bank
AWS,2000.0,1,4.6,2.6,5,Education
AWS,2000.0,1,4.2,3.0,4,Education
AWS,999.1,1,3.9,3.5,4,Development
Private Cloud,490.0,0,3.4,6.4,1,Telecom
Azure,800.0,1,5.0,2.9,4,IT
Google Cloud,2000.0,1,5.0,3.5,4,IT
Azure,1978.1,1,3.0,2.0,4,IT
AWS,1133.0,0,2.6,6.7,3,Telecom
Private Cloud,470.0,1,3.4,7.2,1,IT
Azure,2000.0,1,4.2,3.4,5,Development
Google Cloud,1834.7,1,4.1,2.2,4,Development
Azure,2000.0,1,5.0,3.5,4,Other
Azure,844.7,1,4.1,3.0,4,IT
Azure,1840.1,1,3.8,3.5,5,Other
Private Cloud,800.0,1,3.8,2.4,4,IT
Google Cloud,1360.7,1,4.8,3.5,4,Development
AWS,2000.0,1,4.9,3.5,5,Education
Private Cloud,1904.7,1,3.7,3.3,4,IT
AWS,561.0,0,2.1,7.4,1,Education
Private Cloud,1821.0,0,3.2,7.5,2,IT
Private Cloud,1785.0,1,2.6,7.5,1,Education
AWS,800.0,1,4.4,3.5,4,Education
Google Cloud,1283.9,1,5.0,1.7,4,IT
Google Cloud,1769.8,1,4.6,2.0,5,Development
AWS,243.0,1,2.0,6.2,3,IT
Private Cloud,1273.7,1,3.3,2.2,4,Education
Google Cloud,800.0,1,4.9,2.2,4,IT
Google Cloud,2000.0,1,5.0,2.6,5,Education
AWS,872.0,0,4.1,6.3,3,Telecom
Private Cloud,657.0,0,3.2,6.3,2,IT
Private Cloud,1612.9,1,3.2,2.6,5,Medicine
Private Cloud,2000.0,1,3.0,2.2,5,IT
Private Cloud,2000.0,1,3.0,3.5,4,Medicine
Azure,2000.0,1,3.7,3.5,4,Education
Azure,2000.0,1,5.0,2.6,5,Medicine
Google Cloud,1112.2,1,4.8,2.6,4,Telecom
Private Cloud,953.7,1,4.8,2.2,4,Telecom
AWS,1147.6,1,3.0,3.5,5,Telecom
Google Cloud,2000.0,1,5.0,1.5,5,Medicine
Private Cloud,2000.0,1,3.0,2.7,5,Education
AWS,845.0,1,2.4,6.4,2,IT
Private Cloud,2000.0,1,4.0,3.5,5,IT
AWS,1790.3,1,3.9,3.4,4,Education
Azure,1323.7,1,3.0,3.5,5,Medicine
AWS,1001.7,1,3.0,2.1,5,Bank
AWS,1365.7,1,4.5,2.9,4,Education
Google Cloud,800.0,1,4.7,2.1,5,IT
Google Cloud,1631.5,1,5.0,2.6,5,Bank
AWS,2000.0,1,3.9,3.5,5,Telecom
Google Cloud,2000.0,1,3.2,2.3,4,IT
Private Cloud,1515.3,1,3.9,2.3,5,IT
Private Cloud,1192.5,1,5.0,2.7,4,Development
AWS,845.0,1,2.4,6.4,1,Medicine
Google Cloud,1784.9,1,4.7,2.5,4,Development
AWS,1518.1,1,4.3,2.2,5,IT
Google Cloud,1375.2,1,3.3,3.5,5,Education
Google Cloud,2000.0,1,5.0,1.7,5,Education
Google Cloud,1995.9,1,3.8,2.5,4,Development
Google Cloud,1982.7,1,4.5,3.5,4,Education
AWS,1456.8,1,3.0,3.5,5,Medicine
Google Cloud,2000.0,1,5.0,3.5,5,Telecom
AWS,800.0,1,3.0,3.0,5,Education
AWS,800.0,1,3.7,3.3,4,Development
Azure,2000.0,1,3.0,3.1,5,Bank
AWS,880.0,1,2.1,6.7,3,Development
AWS,754.0,1,4.2,7.2,1,IT
Private Cloud,1202.4,1,3.6,2.1,5,Bank
Google Cloud,800.0,1,4.2,3.3,5,Bank
Private Cloud,2000.0,1,4.7,3.5,4,Other
AWS,2000.0,1,3.9,2.3,5,Education
AWS,755.0,1,3.2,6.6,2,Development
Azure,1787.2,1,3.8,2.5,4,IT
Private Cloud,883.7,1,5.0,2.3,5,Bank
AWS,1191.1,1,5.0,3.0,5,IT
Azure,1264.4,1,4.5,3.5,4,IT
AWS,2000.0,1,3.2,2.1,5,Telecom
Azure,1153.0,1,3.0,6.7,2,Other
Azure,800.0,1,3.9,3.1,4,IT
Google Cloud,800.0,1,3.0,2.0,5,IT
Azure,2000.0,1,3.5,2.6,4,Education
Google Cloud,258.0,0,3.6,6.6,3,IT
AWS,1345.0,1,2.8,7.0,2,Telecom
Google Cloud,2000.0,1,3.2,3.0,5,IT
Private Cloud,2000.0,1,3.5,2.6,5,Education
AWS,1600.7,1,3.4,2.3,4,IT
Azure,1025.5,1,3.4,3.5,4,Medicine
Private Cloud,2000.0,1,5.0,3.5,4,Education
Google Cloud,1768.3,1,4.5,2.6,5,Bank
AWS,748.0,1,3.6,6.2,3,Telecom
Private Cloud,1795.0,1,4.1,3.5,4,Education
AWS,1752.6,1,5.0,3.5,4,Telecom
AWS,886.0,1,3.1,7.4,1,Medicine
Private Cloud,770.0,0,3.7,7.4,3,Other
Google Cloud,2000.0,1,3.1,3.5,4,Education
Private Cloud,800.0,1,4.8,1.6,4,Education
Azure,2000.0,1,4.0,3.4,5,IT
AWS,377.0,1,3.5,7.5,3,Other
AWS,749.0,0,2.9,7.1,1,Education
Private Cloud,1164.4,1,3.9,2.6,4,Education
Azure,1680.8,1,3.2,2.4,5,Other
AWS,968.6,1,3.9,2.8,4,Development
AWS,2000.0,1,5.0,3.2,5,Education
Private Cloud,336.0,0,4.0,6.8,3,Education
AWS,2000.0,1,4.5,3.5,4,Telecom
AWS,2000.0,1,3.4,1.8,4,Education
AWS,1578.8,1,4.3,3.5,4,Medicine
Azure,1102.0,0,2.0,7.3,1,Bank
Google Cloud,539.0,0,3.4,7.0,2,IT
AWS,1116.0,0,4.0,7.0,3,Bank
Private Cloud,1807.0,1,3.4,3.3,4,Development
Google Cloud,874.0,0,2.8,5.7,1,Development
Azure,233.0,0,3.2,7.1,2,Telecom
Private Cloud,845.0,0,3.4,5.8,2,Development
Google Cloud,2000.0,1,3.0,2.6,4,Education
AWS,1334.5,1,3.3,3.1,5,Bank
Google Cloud,1984.8,1,3.6,3.2,4,IT
AWS,2000.0,1,3.0,3.5,5,IT
Private Cloud,1210.0,0,4.1,7.4,1,Other
AWS,465.0,1,2.7,5.9,1,Education
Google Cloud,1931.5,1,3.3,2.1,5,Bank
Azure,1965.8,1,4.0,3.5,5,Telecom
Azure,1667.3,1,5.0,3.5,4,IT
AWS,2000.0,1,3.0,2.5,4,Bank
Azure,882.0,1,3.3,3.5,4,Development
Google Cloud,2000.0,1,3.4,3.5,4,Bank
Private Cloud,452.0,1,3.2,7.3,1,Bank
Azure,2000.0,1,4.4,3.5,4,Telecom
Private Cloud,236.0,1,3.2,5.7,1,IT
Private Cloud,1721.7,1,4.5,3.0,4,Medicine
Private Cloud,800.0,1,3.7,3.5,5,Education
Azure,1202.0,0,2.0,6.0,3,Education
Private Cloud,1135.0,0,3.1,6.2,1,Education
Google Cloud,2000.0,1,3.9,2.7,4,IT
Azure,1917.6,1,5.0,3.5,4,IT
Private Cloud,2000.0,1,3.0,3.5,4,Education
Google Cloud,935.9,1,4.2,3.5,5,IT
AWS,1550.6,1,3.0,3.5,4,Education
Private Cloud,1880.8,1,3.3,3.2,4,Medicine
Private Cloud,800.0,1,3.0,2.0,5,Medicine
Private Cloud,2000.0,1,4.4,3.0,4,IT
Private Cloud,800.0,1,4.0,1.9,5,Education
Private Cloud,2000.0,1,4.5,1.9,5,Education
Private Cloud,498.0,1,2.5,6.7,1,Education
Google Cloud,2000.0,1,3.0,2.6,5,Development
AWS,1820.0,1,3.0,1.9,4,Development
AWS,800.0,1,4.7,1.5,5,Telecom
Google Cloud,1906.0,1,2.3,7.5,2,Development
AWS,1516.3,1,3.9,2.5,4,Education
Azure,1026.2,1,3.0,2.0,5,Bank
Azure,800.0,1,4.2,2.4,5,Medicine
Private Cloud,1703.0,0,3.6,7.3,1,Medicine
Private Cloud,876.3,1,3.0,2.4,5,Bank
Azure,730.0,1,3.6,7.2,3,Telecom
Azure,1420.0,1,5.0,3.5,5,IT
Google Cloud,2000.0,1,3.0,3.5,4,IT
AWS,361.0,1,3.8,7.0,3,IT
AWS,2000.0,1,3.8,3.5,4,IT
Private Cloud,2000.0,1,5.0,3.5,5,Education
Azure,2000.0,1,3.0,3.5,4,IT
AWS,1649.1,1,5.0,1.7,5,IT
Private Cloud,252.0,0,4.1,6.7,3,IT
Private Cloud,697.0,0,3.4,6.1,1,Education
Private Cloud,1804.1,1,4.1,3.5,5,Bank
Private Cloud,831.0,1,3.8,6.8,1,Bank
Google Cloud,2000.0,1,3.2,3.0,4,IT
Azure,1201.0,1,3.6,7.2,3,Development
Private Cloud,1211.1,1,3.0,1.8,5,IT
Private Cloud,943.0,0,2.1,6.8,3,Other
Azure,587.0,1,3.8,7.4,1,Education
AWS,825.0,1,4.4,6.8,3,IT
Private Cloud,800.0,1,3.0,2.3,4,Medicine
AWS,1314.0,1,2.2,6.7,1,IT
Google Cloud,2000.0,1,3.7,3.5,4,IT
AWS,1284.5,1,5.0,2.0,5,Education
Google Cloud,1362.1,1,4.7,2.9,5,Medicine
Azure,2000.0,1,3.5,3.5,4,IT
AWS,1939.3,1,5.0,3.5,5,Bank
Google Cloud,1685.1,1,4.0,2.0,4,IT
AWS,2000.0,1,5.0,3.5,4,IT
Azure,2000.0,1,4.2,2.0,5,Education
AWS,2000.0,1,4.8,2.6,5,Bank
Google Cloud,392.0,1,3.3,5.7,2,Development
Google Cloud,800.0,1,3.3,3.0,4,IT
Private Cloud,2000.0,1,3.0,2.3,5,Education
AWS,945.0,0,3.2,7.5,1,Medicine
Azure,1245.5,1,3.2,3.5,5,Bank
Private Cloud,2000.0,1,3.6,3.5,4,Education
Azure,906.4,1,5.0,2.6,5,Other
AWS,800.0,1,3.2,3.3,4,Development
AWS,2000.0,1,5.0,3.5,4,IT
AWS,2000.0,1,3.0,3.5,4,Medicine
Google Cloud,2000.0,1,4.3,3.0,4,Education
Google Cloud,2000.0,1,3.0,2.2,4,IT
Azure,2000.0,1,3.0,2.4,4,IT
Google Cloud,800.0,1,4.7,3.5,5,IT
AWS,2000.0,1,4.4,2.7,5,Education
Google Cloud,800.0,1,4.2,3.5,4,Education
Azure,1816.0,1,3.0,3.5,5,Education
Azure,2000.0,1,3.7,1.6,4,Education
AWS,2000.0,1,5.0,1.5,4,IT
AWS,2000.0,1,5.0,1.7,4,Telecom
AWS,1047.0,1,5.0,2.1,4,Education
AWS,1227.0,1,3.8,7.4,3,Education
Azure,1581.6,1,3.0,3.5,4,Other
Private Cloud,1497.0,1,4.4,3.5,5,Medicine
Google Cloud,2000.0,1,3.0,2.9,5,IT
Private Cloud,800.0,1,3.3,2.4,4,Medicine
AWS,305.0,0,4.1,5.2,3,Development
Private Cloud,1761.3,1,4.7,3.0,5,IT
Google Cloud,1384.8,1,3.8,2.8,4,IT
Google Cloud,1587.5,1,4.7,3.5,4,Development
AWS,494.0,0,3.0,5.4,3,Medicine
Private Cloud,909.0,1,4.1,6.6,2,Bank
Azure,2000.0,1,5.0,2.7,4,IT
AWS,2000.0,1,5.0,2.2,5,Education
Google Cloud,1439.5,1,3.3,2.0,4,Bank
Private Cloud,1614.4,1,5.0,2.8,4,Medicine
Azure,1484.7,1,3.2,3.5,4,Medicine
AWS,800.0,1,5.0,1.9,4,Telecom
Private Cloud,570.0,0,2.9,6.4,3,IT
Azure,1878.4,1,3.0,3.5,5,Bank
Azure,1168.6,1,4.4,3.5,5,Telecom
Google Cloud,1291.0,0,3.0,6.8,3,IT
Private Cloud,2000.0,1,3.3,3.5,5,Medicine
Private Cloud,2000.0,1,3.9,1.7,5,Medicine
Google Cloud,267.0,0,2.0,5.1,3,Medicine
Google Cloud,1182.1,1,4.6,2.9,4,Education
Private Cloud,800.0,1,4.5,2.1,4,Education
Google Cloud,1085.0,1,2.3,6.8,3,Bank
Private Cloud,1808.7,1,5.0,3.4,4,IT
Google Cloud,2000.0,1,3.0,1.7,5,IT
AWS,1312.0,1,3.1,7.0,2,Education
AWS,519.0,1,2.0,6.5,1,Education
Private Cloud,2000.0,1,5.0,2.7,5,IT
Google Cloud,2000.0,1,5.0,2.9,4,Telecom
Private Cloud,2000.0,1,3.8,3.5,4,Education
Private Cloud,2000.0,1,3.2,3.1,5,IT
Google Cloud,984.1,1,4.2,3.5,5,IT
Private Cloud,800.0,1,4.1,1.9,4,Development
Private Cloud,800.0,1,3.0,1.9,5,Bank
Private Cloud,800.0,1,3.6,3.4,5,Medicine
Azure,2000.0,1,3.6,3.5,4,IT
AWS,1330.7,1,3.3,2.4,5,Other
Google Cloud,2000.0,1,4.0,2.4,5,Education
AWS,1499.2,1,4.3,3.4,5,Education
Private Cloud,1724.3,1,3.0,3.5,4,Education
AWS,1195.5,1,3.1,3.4,5,Bank
Google Cloud,800.0,1,3.6,3.0,5,Other
Private Cloud,1870.3,1,3.0,2.0,4,Development
Azure,784.0,1,4.2,6.9,3,IT
Private Cloud,2000.0,1,3.0,2.9,4,Medicine
Google Cloud,2000.0,1,5.0,3.5,4,IT
Google Cloud,2000.0,1,4.8,1.6,4,Education
Google Cloud,298.0,0,2.8,4.7,2,Education
Google Cloud,2000.0,1,3.2,3.5,4,IT
AWS,800.0,1,3.1,1.7,5,Other
Azure,2000.0,1,3.0,2.6,5,IT
Private Cloud,2015.0,0,2.2,7.1,1,IT
AWS,1317.9,1,3.6,3.5,5,Medicine
Azure,1447.5,1,3.7,2.5,4,IT
Google Cloud,1050.6,1,5.0,2.7,4,Telecom
AWS,910.4,1,3.3,3.3,5,IT
Private Cloud,955.0,0,3.8,6.2,1,Medicine
Private Cloud,750.0,1,3.9,7.0,1,Development
AWS,1093.0,1,2.3,7.2,3,IT
Google Cloud,1193.9,1,5.0,3.1,5,IT
Private Cloud,1782.7,1,4.5,3.5,4,IT
Private Cloud,1883.9,1,3.0,2.6,5,Telecom
Private Cloud,2000.0,1,3.9,2.8,5,Education
Azure,763.0,0,2.6,6.1,1,Medicine
AWS,1630.8,1,4.8,3.5,5,IT
AWS,916.5,1,3.7,2.8,4,Development
Private Cloud,2000.0,1,4.6,2.4,5,Development
Private Cloud,646.0,0,2.6,6.3,2,IT
Azure,2000.0,1,3.5,3.5,5,Bank
Google Cloud,243.0,0,2.2,5.7,2,IT
Private Cloud,2000.0,1,5.0,3.5,5,Medicine
Google Cloud,800.0,1,4.0,2.2,4,IT
Azure,1411.6,1,3.3,2.3,4,Telecom
Google Cloud,499.0,0,2.4,7.5,2,Education
Azure,1419.7,1,3.0,2.9,5,IT
AWS,2000.0,1,3.0,2.0,5,Medicine
Azure,800.0,1,3.5,2.2,4,Education
Google Cloud,1287.6,1,3.0,2.7,5,Telecom
Private Cloud,562.0,1,2.0,7.4,2,Other
AWS,1288.9,1,4.8,1.5,5,IT
Private Cloud,1203.0,1,4.3,3.0,4,Telecom
Private Cloud,2000.0,1,3.8,3.5,4,Development
Private Cloud,2000.0,1,3.2,3.5,5,IT
AWS,1780.9,1,4.0,3.5,4,Bank
AWS,2000.0,1,3.2,3.5,5,Medicine
